essay,organization,conventions,word_choice,sentence_fluency,voice,content
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",31.0,100.0,92.0,81.0,79.0,72.6
"Our scalable architecture leverages distributed microservices. To implement this, we vectorized all text using an matrix. The results demonstrate high performance.",38.0,100.0,87.0952380952381,81.0,93.57142857142857,82.93333333333332
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",40.0,97.0,77.76923076923077,84.0,93.07692307692308,80.36923076923077
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",84.0,100.0,78.125,83.0,86.75,89.375
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,31.0,100.0,77.92592592592592,75.0,100.0,77.78518518518518
"Um, like, basically, you know, we built this app and it's actually really cool. We things, kind of, and so it works. The end.",33.0,99.0,54.0,68.0,100.0,70.8
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",40.0,100.0,57.703703703703695,67.0,95.33333333333333,70.0074074074074
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,40.0,100.0,72.92592592592592,76.0,100.0,76.78518518518518
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded. um basically actually like",84.0,100.0,66.88888888888889,65.0,82.66666666666666,75.71111111111111
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",39.0,100.0,85.76923076923077,79.0,83.07692307692308,78.36923076923077
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",35.0,55.869565217391305,78.43478260869566,80.0,53.0,56.4608695652174
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",31.0,100.0,53.703703703703695,66.0,99.33333333333333,72.0074074074074
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",36.0,98.0,86.88888888888889,79.0,100.0,83.97777777777779
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",75.0,95.0,73.125,79.0,83.75,77.175
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,32.0,96.0,76.92592592592592,82.0,100.0,79.38518518518518
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",39.0,98.0,91.88888888888889,78.0,100.0,83.37777777777778
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",35.0,57.869565217391305,75.43478260869566,85.0,49.0,62.4608695652174
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",30.0,100.0,83.76923076923077,83.0,85.07692307692308,79.36923076923077
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",30.0,100.0,78.76923076923077,84.0,91.07692307692308,74.76923076923077
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",31.0,100.0,91.88888888888889,75.0,100.0,77.57777777777778
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,36.0,99.0,83.57142857142857,80.0,63.0,70.31428571428572
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",79.0,100.0,81.125,78.0,79.75,79.575
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,39.0,100.0,78.57142857142857,81.0,68.0,70.31428571428572
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance. um basically actually like",51.0,98.0,61.333333333333336,65.0,83.0,70.66666666666667
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing. um basically actually like",34.0,100.0,68.66666666666666,67.0,73.5,65.63333333333333
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",34.0,100.0,49.703703703703695,68.0,95.33333333333333,66.4074074074074
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",40.0,100.0,86.88888888888889,75.0,100.0,78.37777777777778
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",37.0,55.869565217391305,82.43478260869566,78.0,47.0,64.0608695652174
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",30.0,95.0,82.76923076923077,83.0,90.07692307692308,73.16923076923078
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",40.0,100.0,56.703703703703695,62.0,100.0,74.74074074074073
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",76.0,95.0,80.125,84.0,83.75,79.775
We are absolutely you to our corporate proposal. It is absolutely to join to achieve our future plans. We appreciate your,35.0,100.0,84.33333333333333,75.0,100.0,82.86666666666666
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential join together to achieve our future We appreciate your consideration.,37.0,100.0,86.0,83.0,100.0,81.2
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance. um basically actually like",57.0,100.0,64.33333333333334,67.0,90.0,74.66666666666667
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,30.0,100.0,78.92592592592592,76.0,100.0,74.98518518518519
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration. um basically actually like,54.0,100.0,63.677419354838705,61.0,100.0,74.73548387096774
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",79.0,99.0,73.125,80.0,79.75,83.175
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",35.0,99.0,90.88888888888889,84.0,100.0,82.77777777777779
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",38.0,98.0,52.703703703703695,70.0,99.33333333333333,74.60740740740741
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance. um basically actually like",54.0,100.0,59.333333333333336,61.0,83.0,73.46666666666667
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",38.0,100.0,81.76923076923077,76.0,86.07692307692308,78.36923076923077
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",82.0,95.0,75.125,84.0,78.75,83.975
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",84.0,100.0,80.125,79.0,88.75,87.375
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end. um basically actually like,31.0,100.0,58.0,65.0,67.0,64.2
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",40.0,99.0,79.76923076923077,78.0,93.07692307692308,74.96923076923078
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",32.0,99.0,88.0,79.0,78.0,75.2
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",30.0,100.0,90.0,78.0,76.0,78.8
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",38.0,100.0,77.76923076923077,81.0,92.07692307692308,79.76923076923077
"Our scalable technical architecture leverages distributed microservices. implement this, we vectorized all text features an offline TF-IDF matrix. The high performance.",36.0,100.0,84.81818181818181,78.0,87.27272727272728,78.21818181818182
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded. um basically actually like",77.0,100.0,59.888888888888886,68.0,81.66666666666666,76.3111111111111
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration. um basically actually like,59.0,100.0,60.677419354838705,69.0,100.0,78.73548387096774
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",33.0,99.0,87.0,80.0,79.0,72.6
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",34.0,58.869565217391305,84.43478260869566,81.0,50.0,64.6608695652174
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",37.0,62.869565217391305,75.43478260869566,82.0,53.0,63.0608695652174
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",82.0,99.0,73.125,84.0,83.75,80.375
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",81.0,100.0,78.125,79.0,87.75,81.175
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",33.0,100.0,53.703703703703695,66.0,93.33333333333333,73.2074074074074
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,30.0,98.0,73.92592592592592,75.0,100.0,71.38518518518518
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,36.0,100.0,77.92592592592592,80.0,100.0,80.78518518518518
"Um, like, basically, you know, we built this app and it's actually really cool. did some things, of, and so it works. The end.",31.0,98.0,50.0,63.0,85.0,65.4
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",38.0,64.86956521739131,83.43478260869566,78.0,55.0,62.8608695652174
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",31.0,96.0,93.88888888888889,82.0,100.0,76.57777777777778
"thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",36.0,97.0,77.41176470588235,80.0,100.0,82.08235294117647
"Um, like, basically, you know, we built this app and actually really cool. We did things, kind of, and so it works. The end.",40.0,97.0,48.0,66.0,100.0,69.2
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,33.0,95.0,71.92592592592592,80.0,100.0,74.98518518518519
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance. um basically actually like",60.0,96.0,65.33333333333334,70.0,89.0,75.06666666666668
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",37.0,97.0,90.88888888888889,75.0,100.0,82.97777777777779
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",33.0,55.869565217391305,80.43478260869566,83.0,45.0,59.4608695652174
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",31.0,96.0,80.76923076923077,79.0,87.07692307692308,73.76923076923077
"Our scalable technical architecture leverages microservices. To implement this, we vectorized all text features an offline TF-IDF matrix. The results demonstrate high performance. um basically actually",35.0,100.0,63.81481481481481,68.0,87.22222222222223,67.8074074074074
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",31.0,95.0,92.0,81.0,79.0,76.6
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",36.0,99.0,84.76923076923077,85.0,92.07692307692308,78.36923076923077
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",32.0,98.0,85.76923076923077,76.0,90.07692307692308,73.36923076923077
"To clarity, we must keep sentences brief. sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",40.0,100.0,96.44444444444444,78.0,85.66666666666666,83.02222222222221
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text using an offline TF-IDF matrix. The results performance.",36.0,100.0,77.43478260869566,81.0,95.08695652173913,81.90434782608695
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",34.0,100.0,54.703703703703695,68.0,93.33333333333333,71.0074074074074
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",30.0,98.0,85.88888888888889,85.0,100.0,78.77777777777779
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",36.0,99.0,90.88888888888889,82.0,100.0,78.57777777777778
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",34.0,100.0,83.88888888888889,76.0,100.0,81.77777777777779
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,34.0,100.0,79.57142857142857,75.0,64.0,74.5142857142857
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,31.0,95.0,79.57142857142857,79.0,63.0,68.5142857142857
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",33.0,62.869565217391305,83.43478260869566,78.0,48.0,58.0608695652174
"To achieve clarity, we must keep sentences brief. sentences clutter the message. Focus direct verbs. Avoid phrasing.",30.0,100.0,88.29411764705883,85.0,87.64705882352942,75.18823529411766
We are absolutely to welcome you to our corporate proposal. It is essential to together to achieve our plans. We appreciate your consideration.,39.0,95.0,85.43478260869566,81.0,100.0,76.08695652173913
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,38.0,100.0,70.92592592592592,83.0,100.0,74.38518518518518
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",38.0,100.0,89.88888888888889,78.0,100.0,82.17777777777778
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,34.0,99.0,78.92592592592592,79.0,100.0,75.18518518518519
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",57.0,98.0,43.322580645161295,70.0,98.03225806451613,75.2709677419355
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here. um basically actually like",34.0,62.66666666666667,59.111111111111114,65.0,55.0,53.15555555555555
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",34.0,100.0,54.703703703703695,69.0,98.33333333333333,74.2074074074074
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded. um basically actually like",85.0,95.0,63.888888888888886,64.0,83.66666666666666,82.3111111111111
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end. um basically actually like,37.0,95.0,56.0,65.0,66.0,59.8
"Um, like, basically, you know, we built app and it's actually really cool. did some things, of, and so it works. The end.",33.0,97.0,54.16666666666667,68.0,95.0,68.43333333333334
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,33.0,100.0,73.57142857142857,81.0,70.0,73.5142857142857
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,35.0,100.0,79.92592592592592,77.0,100.0,75.38518518518518
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",32.0,100.0,58.703703703703695,65.0,95.33333333333333,68.2074074074074
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,34.0,96.0,74.92592592592592,80.0,100.0,73.98518518518519
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,34.0,99.0,76.57142857142857,80.0,64.0,67.71428571428571
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,33.0,95.0,80.92592592592592,85.0,100.0,75.78518518518518
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",39.0,100.0,93.0,80.0,77.0,77.8
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end. um basically actually like,40.0,100.0,62.0,63.0,61.0,64.2
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",35.0,100.0,78.76923076923077,76.0,87.07692307692308,77.36923076923077
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations. um basically actually like",39.0,100.0,62.636363636363626,60.0,100.0,70.32727272727273
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",52.0,100.0,44.322580645161295,65.0,97.03225806451613,67.67096774193548
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,40.0,100.0,75.92592592592592,75.0,100.0,78.18518518518519
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded. um basically actually like",85.0,100.0,61.888888888888886,63.0,78.66666666666666,78.71111111111111
We absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve future plans. We appreciate your consideration.,33.0,95.0,75.0,78.0,100.0,78.2
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",36.0,62.869565217391305,77.43478260869566,85.0,48.0,62.8608695652174
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",31.0,100.0,92.88888888888889,85.0,100.0,79.77777777777779
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,32.0,100.0,73.57142857142857,85.0,61.0,68.31428571428572
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",32.0,100.0,55.703703703703695,65.0,93.33333333333333,72.2074074074074
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",40.0,99.0,50.703703703703695,66.0,97.33333333333333,66.60740740740741
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration. um basically actually like,55.0,99.0,59.677419354838705,64.0,100.0,72.53548387096774
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration. um basically actually like,55.0,99.0,64.6774193548387,63.0,100.0,75.33548387096775
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",35.0,100.0,83.88888888888889,84.0,100.0,79.57777777777778
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",56.0,100.0,43.322580645161295,63.0,97.03225806451613,69.87096774193549
The architecture is very disorganized. No agenda is present. Slides are cluttered. There is no call to action at the end.,32.0,100.0,75.57142857142857,85.0,61.0,66.71428571428571
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",37.0,96.0,77.76923076923077,81.0,88.07692307692308,72.96923076923078
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",59.0,100.0,37.322580645161295,63.0,95.03225806451613,67.87096774193549
We are absolutely to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future We appreciate your consideration.,30.0,100.0,78.0,82.0,100.0,78.0
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",30.0,99.0,84.76923076923077,84.0,93.07692307692308,81.16923076923078
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",36.0,96.0,87.88888888888889,80.0,100.0,82.97777777777779
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",82.0,100.0,78.125,76.0,86.75,81.575
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",31.0,64.86956521739131,82.43478260869566,75.0,49.0,58.4608695652174
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",33.0,100.0,92.88888888888889,83.0,100.0,78.77777777777779
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance. um basically actually like",58.0,97.0,60.333333333333336,60.0,89.0,71.86666666666667
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,38.0,100.0,76.92592592592592,84.0,100.0,80.78518518518518
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",76.0,97.0,75.125,79.0,87.75,85.975
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",80.0,95.0,76.125,84.0,81.75,84.375
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with expectations.",36.0,99.0,90.17647058823529,81.0,100.0,83.23529411764706
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",35.0,100.0,93.0,75.0,85.0,73.6
